NC_001631.1	heldout508
NC_009268.1	heldout508
NC_013707.2	heldout508
NC_021439.1	heldout508
NC_022380.1	heldout508
NC_022381.1	heldout508
NC_022386.1	heldout508
NC_022388.1	heldout508
NC_022389.1	heldout508
NC_022390.1	heldout508
NC_022391.1	heldout508
NC_022408.1	heldout508
NC_024106.1	heldout508
NC_024815.1	heldout508
NC_025533.1	heldout508
NC_025653.1	heldout508
NC_026685.1	heldout508
NC_029675.1	heldout508
NC_029808.1	heldout508
NC_029881.1	heldout508
NC_029889.1	heldout508
NC_030056.1	heldout508
NC_030315.1	heldout508
NC_030490.1	heldout508
NC_030516.1	heldout508
NC_030615.1	heldout508
NC_030619.1	heldout508
NC_030623.1	heldout508
NC_031898.1	heldout508
NC_032705.1	heldout508
NC_033910.1	heldout508
NC_034357.1	heldout508
NC_034363.1	heldout508
NC_034662.1	heldout508
NC_035043.1	heldout508
NC_035051.1	heldout508
NC_035527.1	heldout508
NC_035894.1	heldout508
NC_036113.1	heldout508
NC_036125.1	heldout508
NC_036756.1	heldout508
NC_036758.1	heldout508
NC_036836.1	heldout508
NC_036934.1	heldout508
NC_037420.1	heldout508
NC_037503.1	heldout508
NC_037979.1	heldout508
NC_037980.1	heldout508
NC_037981.1	heldout508
NC_039450.1	heldout508
NC_039936.1	heldout508
NC_039952.1	heldout508
NC_039957.1	heldout508
NC_041559.1	heldout508
NC_041574.1	heldout508
NC_042227.1	heldout508
NC_042261.1	heldout508
NC_042262.1	heldout508
NC_042264.1	heldout508
NC_042268.1	heldout508
NC_042270.1	heldout508
NC_042271.1	heldout508
NC_042273.1	heldout508
NC_042274.1	heldout508
NC_042283.1	heldout508
NC_042374.1	heldout508
NC_042400.1	heldout508
NC_042425.1	heldout508
NC_042446.1	heldout508
NC_042447.1	heldout508
NC_042455.1	heldout508
NC_042458.1	heldout508
NC_042461.1	heldout508
NC_042463.1	heldout508
NC_042467.1	heldout508
NC_042486.1	heldout508
NC_042696.1	heldout508
NC_042763.1	heldout508
NC_042766.1	heldout508
NC_042784.1	heldout508
NC_042785.1	heldout508
NC_042892.1	heldout508
NC_042932.1	heldout508
NC_042938.1	heldout508
NC_042942.1	heldout508
NC_043774.1	heldout508
NC_043933.1	heldout508
NC_043953.1	heldout508
NC_044106.1	heldout508
NC_044117.1	heldout508
NC_044154.1	heldout508
NC_044171.1	heldout508
NC_044468.1	heldout508
NC_044828.1	heldout508
NC_045045.1	heldout508
NC_045083.1	heldout508
NC_045084.1	heldout508
NC_045085.1	heldout508
NC_045183.1	heldout508
NC_045233.1	heldout508
NC_045308.1	heldout508
NC_045319.1	heldout508
NC_045359.1	heldout508
NC_045405.1	heldout508
NC_045845.1	heldout508
NC_045867.1	heldout508
NC_046063.1	heldout508
NC_046450.1	heldout508
NC_046798.1	heldout508
NC_046862.1	heldout508
NC_046864.1	heldout508
NC_046867.1	heldout508
NC_046868.1	heldout508
NC_046884.1	heldout508
NC_046885.1	heldout508
NC_047202.1	heldout508
NC_047206.1	heldout508
NC_047266.1	heldout508
NC_047268.1	heldout508
NC_047273.1	heldout508
NC_047440.1	heldout508
NC_047453.1	heldout508
NC_047481.1	heldout508
NC_048486.1	heldout508
NC_048504.1	heldout508
NC_048886.1	heldout508
NC_048972.1	heldout508
NC_049102.1	heldout508
NC_049590.1	heldout508
NC_049597.1	heldout508
NC_049607.1	heldout508
NC_049618.1	heldout508
NC_049619.1	heldout508
NC_049626.1	heldout508
NC_049641.1	heldout508
NC_049662.1	heldout508
NC_049679.1	heldout508
NC_050048.1	heldout508
NC_050063.1	heldout508
NC_050205.1	heldout508
NC_050373.1	heldout508
NC_050652.1	heldout508
NC_050741.1	heldout508
NC_050795.1	heldout508
NC_050807.1	heldout508
NC_050811.1	heldout508
NC_050814.1	heldout508
NC_050817.1	heldout508
NC_050818.1	heldout508
NC_050820.1	heldout508
NC_050821.1	heldout508
NC_050822.1	heldout508
NC_050870.1	heldout508
NC_050927.1	heldout508
NC_051493.1	heldout508
NC_051541.1	heldout508
NC_051923.1	heldout508
NC_051924.1	heldout508
NC_052009.1	heldout508
NC_052909.1	heldout508
NC_053263.1	heldout508
NC_053290.1	heldout508
NC_053315.1	heldout508
NC_053326.1	heldout508
NC_053340.1	heldout508
NC_053345.1	heldout508
NC_053349.1	heldout508
NC_053541.1	heldout508
NC_053565.1	heldout508
NC_053572.1	heldout508
NC_053622.1	heldout508
NC_053733.1	heldout508
NC_053769.1	heldout508
NC_053828.1	heldout508
NC_053895.1	heldout508
NC_054188.1	heldout508
NC_054233.1	heldout508
NC_054283.1	heldout508
NC_056149.1	heldout508
NC_056169.1	heldout508
NC_056202.1	heldout508
NC_056206.1	heldout508
NC_056207.1	heldout508
NC_056245.1	heldout508
NC_056250.1	heldout508
NC_056300.1	heldout508
NC_056311.1	heldout508
NC_056348.1	heldout508
NC_056382.1	heldout508
NC_056914.1	heldout508
NC_056915.1	heldout508
NC_056940.1	heldout508
NC_057175.1	heldout508
NC_057176.1	heldout508
NC_057216.1	heldout508
NC_057233.1	heldout508
NC_057246.1	heldout508
NC_057257.1	heldout508
NC_057440.1	heldout508
NC_057482.1	heldout508
NC_057560.1	heldout508
NC_057564.1	heldout508
NC_058269.1	heldout508
NC_058277.1	heldout508
NC_058308.1	heldout508
NC_058329.1	heldout508
